TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,DATA_TYPE,COLUMN_DEFAULT,COMMENT
CREWPORTAL,T_FLIGHT_REPORTS_FILLED_THROUGH_API,CREATED_ON,TIMESTAMP_NTZ,,
CREWPORTAL,T_FLIGHT_REPORTS_FILLED_THROUGH_API,CREATED_BY,TEXT,,
CREWPORTAL,T_FLIGHT_REPORTS_FILLED_THROUGH_API,DETAILS_INSERTED_STATUS,NUMBER,,
CREWPORTAL,T_FLIGHT_REPORTS_FILLED_THROUGH_API,ERROR_MSG,TEXT,,
CREWPORTAL,T_FLIGHT_REPORTS_FILLED_THROUGH_API,LOAD_DATE,TIMESTAMP_NTZ,,
CREWPORTAL,T_FLIGHT_REPORTS_FILLED_THROUGH_API,P_CREATED_BY,TEXT,,
CREWPORTAL,T_FLIGHT_REPORTS_FILLED_THROUGH_API,P_CREATED_DT,TIMESTAMP_NTZ,,
CREWPORTAL,T_FLIGHT_REPORTS_FILLED_THROUGH_API,P_MODIFIED_BY,TEXT,,
CREWPORTAL,T_FLIGHT_REPORTS_FILLED_THROUGH_API,P_MODIFIED_DT,TIMESTAMP_NTZ,,
CREWPORTAL,T_FLIGHT_REPORTS_FILLED_THROUGH_API,P_IS_CURRENT,BOOLEAN,,
CREWPORTAL,T_FLIGHT_REPORTS_FILLED_THROUGH_API,ROW_HASH,TEXT,,
CREWPORTAL,T_FLIGHT_REPORT_WORK_POSITION_DETAILS,FLIGHT_REPORT_WORK_POSITION_DETAILS_ID,NUMBER,,
CREWPORTAL,T_FLIGHT_REPORT_WORK_POSITION_DETAILS,REPORT_ID,NUMBER,,
CREWPORTAL,T_FLIGHT_REPORT_WORK_POSITION_DETAILS,CREW_POSITION_ID,TEXT,,
CREWPORTAL,T_FLIGHT_REPORT_WORK_POSITION_DETAILS,CREW_IGA,TEXT,,
CREWPORTAL,T_FLIGHT_REPORT_WORK_POSITION_DETAILS,CREATED_BY,TEXT,,
CREWPORTAL,T_FLIGHT_REPORT_WORK_POSITION_DETAILS,CREATED_DATE,TIMESTAMP_NTZ,,
CREWPORTAL,T_FLIGHT_REPORT_WORK_POSITION_DETAILS,ACTIVE,BOOLEAN,,
CREWPORTAL,T_FLIGHT_REPORT_WORK_POSITION_DETAILS,LOAD_DATE,TIMESTAMP_NTZ,,
CREWPORTAL,T_FLIGHT_REPORT_WORK_POSITION_DETAILS,P_CREATED_BY,TEXT,,
CREWPORTAL,T_FLIGHT_REPORT_WORK_POSITION_DETAILS,P_CREATED_DT,TIMESTAMP_NTZ,,
CREWPORTAL,T_FLIGHT_REPORT_WORK_POSITION_DETAILS,P_MODIFIED_BY,TEXT,,
CREWPORTAL,T_FLIGHT_REPORT_WORK_POSITION_DETAILS,P_MODIFIED_DT,TIMESTAMP_NTZ,,
CREWPORTAL,T_FLIGHT_REPORT_WORK_POSITION_DETAILS,P_IS_CURRENT,BOOLEAN,,
CREWPORTAL,T_FLIGHT_REPORT_WORK_POSITION_DETAILS,ROW_HASH,TEXT,,
CREWPORTAL,T_MISSING_FLIGHT_REPORT_GENERATION_REQUEST,ID,NUMBER,,
CREWPORTAL,T_MISSING_FLIGHT_REPORT_GENERATION_REQUEST,INPUT,TEXT,,
CREWPORTAL,T_MISSING_FLIGHT_REPORT_GENERATION_REQUEST,EMAIL,TEXT,,
CREWPORTAL,T_MISSING_FLIGHT_REPORT_GENERATION_REQUEST,PROCESS_START_TIME,TIMESTAMP_NTZ,,
CREWPORTAL,T_MISSING_FLIGHT_REPORT_GENERATION_REQUEST,IS_GENERATED_REPORT,BOOLEAN,,
CREWPORTAL,T_MISSING_FLIGHT_REPORT_GENERATION_REQUEST,IS_MAIL_SENT,BOOLEAN,,
CREWPORTAL,T_MISSING_FLIGHT_REPORT_GENERATION_REQUEST,REQUESTED_BY,TEXT,,
CREWPORTAL,T_MISSING_FLIGHT_REPORT_GENERATION_REQUEST,REQUESTED_ON,TIMESTAMP_NTZ,,
CREWPORTAL,T_MISSING_FLIGHT_REPORT_GENERATION_REQUEST,LOAD_DATE,TIMESTAMP_NTZ,,
CREWPORTAL,T_MISSING_FLIGHT_REPORT_GENERATION_REQUEST,P_CREATED_BY,TEXT,,
CREWPORTAL,T_MISSING_FLIGHT_REPORT_GENERATION_REQUEST,P_CREATED_DT,TIMESTAMP_NTZ,,
CREWPORTAL,T_MISSING_FLIGHT_REPORT_GENERATION_REQUEST,P_MODIFIED_BY,TEXT,,
CREWPORTAL,T_MISSING_FLIGHT_REPORT_GENERATION_REQUEST,P_MODIFIED_DT,TIMESTAMP_NTZ,,
CREWPORTAL,T_MISSING_FLIGHT_REPORT_GENERATION_REQUEST,P_IS_CURRENT,BOOLEAN,,
CREWPORTAL,T_MISSING_FLIGHT_REPORT_GENERATION_REQUEST,ROW_HASH,TEXT,,
